lrp,lat,lon,type,name,district,roadId,chainage,gapPoint
N1_LRP130,23.1554167,91.3232771,KmPost,Km post missing,CM,N1,127.377,ROAD
N1_LRP130a,23.1496941,91.3254993,"SideRoad,Right",Road to Nangolhat (Z1048),CM,N1,128.009,ROAD
N1_LRP130b,23.1480274,91.3264993,Culvert,Box culvert,CM,N1,128.278,ROAD
N1_LRP131,23.1471663,91.3266938,KmPost,Km post missing,CM,N1,128.377,ROAD
N1_LRP131a,23.1433886,91.326666,Culvert,Box culvert,CM,N1,128.798,ROAD
N1_LRP132,23.1382219,91.3263049,KmPost,Km post missing,CM,N1,129.377,ROAD
N1_LRP132a,23.1374163,91.3264716,Culvert,Box culvert,CM,N1,129.479,ROAD
N1_LRP133,23.1295827,91.3284993,KmPost,Km post missing,CM,N1,130.377,ROAD
N1_LRP133a,23.1290827,91.3287216,Culvert,Box culvert,CM,N1,130.447,ROAD
N1_LRP133b,23.1234993,91.3311382,Culvert,Box culvert,CM,N1,131.122,ROAD
N1_LRP134,23.1213327,91.3320549,KmPost,Km post missing,CM,N1,131.377,ROAD
N1_LRP134a,23.1193049,91.3329993,Culvert,Box culvert,CM,N1,131.625,ROAD
N1_LRP135,23.1191382,91.3330827,KmPost,"Ctg 127 km,Feni 16 km",CM,N1,131.653,ROAD
N1_LRP136,23.1113611,91.3378052,KmPost,Km post missing,CM,N1,132.653,ROAD
N1_LRP136a,23.1108056,91.3381386,Culvert,Box culvert,CM,N1,132.728,ROAD
N1_LRP136b,23.1051111,91.3413608,Culvert,Box culvert,CM,N1,133.448,ROAD
N1_LRP137,23.1035,91.3422497,KmPost,Km post missing,CM,N1,133.653,ROAD
N1_LRP137a,23.1005833,91.3437774,Culvert,Box culvert,CM,N1,134.021,ROAD
N1_LRP137b,23.0961941,91.3461108,Culvert,Box culvert,CM,N1,134.571,ROAD
N1_LRP138,23.095583,91.3464441,KmPost,Km post missing,CM,N1,134.653,ROAD
N1_LRP138a,23.0901108,91.3494163,Culvert,Box culvert,CM,N1,135.341,ROAD
N1_LRP139,23.0876108,91.3508889,KmPost,Km post missing,CM,N1,135.653,ROAD
N1_LRP139a,23.0849719,91.3524722,Culvert,Box culvertt,CM,N1,135.998,ROAD
N1_LRP139b,23.0808049,91.3548611,Bridge,Bridge start,CM,N1,136.525,BRIDGE_START
N1_LRP139c,23.0806938,91.3549444,Bridge,Bridge end,CM,N1,136.542,BRIDGE_END
N1_LRP140,23.0792493,91.3558333,KmPost,Ctg 122 km,CM,N1,136.735,ROAD
N1_LRP140a,23.0732493,91.3594167,Culvert,Box culvert,CM,N1,137.501,ROAD
N1_LRP141,23.0712493,91.3599722,KmPost,Km post missing,CM,N1,137.735,ROAD
N1_LRP141a,23.0688604,91.3607222,Others / Others,Start of Feni road Division / Start of Feni road Division,CM,N1,138.01,ROAD
N1_LRP141b,23.0636944,91.3616389,Culvert,Box Culvert,FN,N1,138.621,ROAD
N1_LRP142,23.0635278,91.3616389,KmPost,Ctg 103 km,FN,N1,138.639,ROAD
N1_LRP142a,23.0614722,91.3616667,"SideRoad,Right",Road to Karerhat (Z1031),FN,N1,138.869,ROAD
N1_LRP143,23.0538611,91.3637222,KmPost,Ctg 102 km,FN,N1,139.751,ROAD
N1_LRP143a,23.0479441,91.3651389,CrossRoad,Z1031,FN,N1,140.251,ROAD
N1_LRP144,23.0449719,91.3653611,KmPost,Ctg 101 km,FN,N1,140.772,ROAD
N1_LRP144a,23.0427774,91.3654444,Culvert,Box culvert,FN,N1,140.968,ROAD
N1_LRP144b,23.0398052,91.3656111,RailRoadCrossing,Rail Road Crossing,FN,N1,141.304,ROAD
N1_LRP145,23.0360274,91.36575,KmPost,Km post missing,FN,N1,141.772,ROAD
N1_LRP145a,23.029416,91.3656389,Culvert,Box culvert,FN,N1,142.507,ROAD
N1_LRP146,23.0269716,91.3655,KmPost,"Ctg 99 km,Feni 3 km",FN,N1,142.794,ROAD
N1_LRP146a,23.0248327,91.3655278,"SideRoad,Right",Road to Biroli (Z1030),FN,N1,143.034,ROAD
N1_LRP147,23.0193604,91.3697771,KmPost,"Ctg 98 km,Feni 2 km",FN,N1,143.795,ROAD
N1_LRP147a,23.0185271,91.3708327,Culvert,Box culvert,FN,N1,143.946,ROAD
N1_LRP147b,23.0140833,91.3759716,Culvert,Box culvert,FN,N1,144.67,ROAD
N1_LRP148,23.0132778,91.3769438,KmPost,Km post missing,FN,N1,144.795,ROAD
N1_LRP148a,23.0095556,91.3813604,CrossRoad / KmPost,Intersection with N104 / Km post missing,FN,N1,145.409,ROAD
N1_LRP150,23.0018889,91.3920552,KmPost,Ctg 95 km,FN,N1,146.816,ROAD
N1_LRP151,22.9963886,91.3998052,KmPost,Km post missing,FN,N1,147.816,ROAD
N1_LRP151a,22.9961941,91.4005,Bridge,Bridge start,FN,N1,147.901,BRIDGE_START
N1_LRP151b,22.9960552,91.4006667,Bridge,Bridge end,FN,N1,147.924,BRIDGE_END
N1_LRP152,22.9906941,91.4072222,KmPost,"Ctg 93 km,Lalpole 1 km",FN,N1,148.841,ROAD
N1_LRP152a,22.9877774,91.41,"SideRoad,Left",Road to Feni Town (Z1034),FN,N1,149.289,ROAD
N1_LRP152b,22.9858886,91.4120556,"SideRoad,Right",Road to Sonagazi (Z1034),FN,N1,149.585,ROAD
N1_LRP153,22.9842219,91.4137222,KmPost,Ctg 91 km,FN,N1,149.841,ROAD
N1_LRP154,22.9774438,91.4205827,KmPost,Ctg 91 km,FN,N1,150.892,ROAD
N1_LRP155,22.9711382,91.4273882,KmPost,Km post missing,FN,N1,151.892,ROAD
N1_LRP156,22.9663333,91.4356108,KmPost,Km post missing,FN,N1,152.892,ROAD
N1_LRP156a,22.9624167,91.4416941,Bridge,Bridge start,FN,N1,153.672,BRIDGE_START
N1_LRP156b,22.9618056,91.4424997,Bridge,Bridge end,FN,N1,153.781,BRIDGE_END
N1_LRP157,22.9611667,91.4433886,KmPost,Km post missing,FN,N1,153.892,ROAD
N1_LRP158,22.9561389,91.4517778,KmPost,Ctg 87 km,FN,N1,154.935,ROAD
N1_LRP159,22.9514444,91.4600278,KmPost,Km post missing,FN,N1,155.935,ROAD
N1_LRP160,22.9479997,91.4689993,KmPost,"Ctg 85 km,Bairyahat 10 km",FN,N1,156.947,ROAD
N1_LRP160a,22.9483608,91.4761382,"SideRoad,Left",Road to Mounshirhat (Z1081),FN,N1,157.685,ROAD
N1_LRP161,22.9484997,91.4786938,KmPost,Km post missing,FN,N1,157.947,ROAD
N1_LRP162,22.9497497,91.4883608,KmPost,Ctg 83 km,FN,N1,158.955,ROAD
N1_LRP163,22.9497774,91.4980274,KmPost,Km post missing,FN,N1,159.955,ROAD
N1_LRP163a,22.9496663,91.5007778,Bridge,Bridge start,FN,N1,160.243,BRIDGE_START
N1_LRP163b,22.949583,91.5027778,Bridge,Bridge end,FN,N1,160.454,BRIDGE_END
N1_LRP164,22.9482774,91.50725,KmPost,Ctg 81 kkm,FN,N1,160.963,ROAD
N1_LRP164a,22.9439441,91.5108611,"SideRoad,Left",Road to Chhagalnaiya (Z1032),FN,N1,161.582,ROAD
N1_LRP165,22.940833,91.5124444,KmPost,Km post missing,FN,N1,161.963,ROAD
N1_LRP166,22.9329716,91.5172216,KmPost,Km post missing,FN,N1,162.963,ROAD
N1_LRP167,22.9248882,91.5213327,KmPost,Km post missing,FN,N1,163.963,ROAD
N1_LRP168,22.9167216,91.5253882,KmPost,Km post missing,FN,N1,164.963,ROAD
N1_LRP168a,22.9156667,91.5259438,Bridge,Bridge start,FN,N1,165.097,BRIDGE_START
N1_LRP168b,22.9138056,91.5268604,Bridge / Bridge,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,FN,N1,165.325,BRIDGE_END
N1_LRP169,22.9085833,91.5294993,KmPost,Km post missing,CT,N1,165.963,ROAD
N1_LRP169a,22.9046667,91.5314438,Culvert,Box culvert,CT,N1,166.427,ROAD
N1_LRP170,22.9003333,91.5333608,KmPost,Km post missing,CT,N1,166.963,ROAD
N1_LRP170a,22.8994441,91.5336108,Others,End of Bituminous Pavment,CT,N1,167.046,ROAD
N1_LRP170b,22.8939997,91.5346941,"SideRoad,Left",Road to Karerhat (R151),CT,N1,167.683,ROAD
N1_LRP170c,22.8929719,91.5350274,Others,Start of Bituminious Pavement,CT,N1,167.796,ROAD
N1_LRP170d,22.8921663,91.5353052,Culvert,Box culvert,CT,N1,167.9,ROAD
N1_LRP171,22.8916386,91.5354719,KmPost,Km post missing,CT,N1,167.963,ROAD
N1_LRP172,22.8829993,91.5381663,KmPost / Culvert,Km post missing / Box culvert,CT,N1,168.963,ROAD
N1_LRP172b,22.875166,91.5407219,Culvert,Box culvert,CT,N1,169.878,ROAD
N1_LRP173,22.8744438,91.5409719,KmPost,Km post missing,CT,N1,169.963,ROAD
N1_LRP173a,22.8731382,91.5414441,Culvert,Box culvert,CT,N1,170.125,ROAD
N1_LRP173b,22.868416,91.5431663,Culvert,Box culvert,CT,N1,170.681,ROAD
N1_LRP174,22.8661111,91.5439997,KmPost,Km post missing,CT,N1,170.963,ROAD
N1_LRP174a,22.86111772,91.54512585,Culvert,Box culvert,CT,N1,171.539,ROAD
N1_LRP174b,22.8595833,91.5454719,Culvert,Box culvert,CT,N1,171.716,ROAD
N1_LRP175,22.8575556,91.5456386,KmPost,Km post missing,CT,N1,171.963,ROAD
N1_LRP175a,22.856,91.5457219,Culvert,Box culvert,CT,N1,172.128,ROAD
N1_LRP175b,22.8550556,91.545833,Culvert,Box culvert,CT,N1,172.241,ROAD
N1_LRP176,22.8486663,91.5463608,KmPost,Km post missing,CT,N1,172.963,ROAD
N1_LRP176a,22.8485274,91.5463886,Bridge,Bridge start,CT,N1,172.98,BRIDGE_START
N1_LRP176b,22.8484441,91.5464163,Bridge,Bridge end,CT,N1,172.99,BRIDGE_END
N1_LRP176c,22.8452219,91.5475274,Culvert,Box culvert,CT,N1,173.37,ROAD
N1_LRP176d,22.8432497,91.5482219,Culvert,Box culvert,CT,N1,173.61,ROAD
N1_LRP177,22.8401941,91.5490552,KmPost,Km post missing,CT,N1,173.963,ROAD
N1_LRP177a,22.8372497,91.5492497,Culvert,Pipe culvert,CT,N1,174.277,ROAD
N1_LRP178,22.8313882,91.5503611,KmPost,Km post missing,CT,N1,174.963,ROAD
N1_LRP178a,22.8239438,91.5528333,Culvert,Box culvert,CT,N1,175.835,ROAD
N1_LRP179,22.8228049,91.5531389,KmPost,Km post missing,CT,N1,175.963,ROAD
N1_LRP180,22.8141389,91.5555833,KmPost,Km post missing,CT,N1,176.963,ROAD
N1_LRP180a,22.8110556,91.5563889,Culvert,Box culvert,CT,N1,177.303,ROAD
N1_LRP180b,22.808,91.5579167,Culvert,Box culvert,CT,N1,177.709,ROAD
N1_LRP180c,22.8059722,91.5589167,Culvert,Box culvert,CT,N1,177.961,ROAD
N1_LRP181,22.8059444,91.5589167,KmPost,Km post missing,CT,N1,177.963,ROAD
N1_LRP181a,22.8045833,91.5591111,Culvert,Box culvert,CT,N1,178.118,ROAD
N1_LRP182,22.7974719,91.5613611,KmPost,Km post missing,CT,N1,178.963,ROAD
N1_LRP182a,22.7934163,91.5633333,Culvert,Box Culvert,CT,N1,179.456,ROAD
N1_LRP182b,22.7896108,91.5654444,Culvert,Box culvert,CT,N1,179.928,ROAD
N1_LRP183,22.7893608,91.5655833,KmPost,Km post missing,CT,N1,179.963,ROAD
N1_LRP183a,22.7813327,91.5695271,Bridge,Bridge start,CT,N1,180.957,BRIDGE_START
N1_LRP184a,22.7811382,91.5696382,Bridge,Bridge end,CT,N1,180.978,BRIDGE_END
N1_LRP184b,22.7771104,91.5713327,"SideRoad,Left",Road to Narayanhat (Z1021),CT,N1,181.464,ROAD
N1_LRP184c,22.7732771,91.5733604,Culvert,Box culvert,CT,N1,181.939,ROAD
N1_LRP185,22.7730271,91.5734716,KmPost,Km post missing,CT,N1,181.963,ROAD
N1_LRP185a,22.7693604,91.5756104,Culvert,Box culvert,CT,N1,182.432,ROAD
N1_LRP185b,22.7661944,91.5779993,Culvert,Box culvert,CT,N1,182.434,ROAD
N1_LRP186,22.7654722,91.5785549,KmPost,Km post missing,CT,N1,182.963,ROAD
N1_LRP186a,22.7621944,91.5811382,Culvert,Box culvert,CT,N1,183.416,ROAD
N1_LRP187,22.7585278,91.5845274,KmPost,Km post missing,CT,N1,183.963,ROAD
N1_LRP187a,22.7526389,91.5893608,Bridge,Bridge start,CT,N1,184.783,BRIDGE_START
N1_LRP187b,22.7525,91.5894719,Bridge,Bridge end,CT,N1,184.806,BRIDGE_END
N1_LRP188,22.7513333,91.5903608,KmPost,Km post missing,CT,N1,184.963,ROAD
N1_LRP188a,22.7496386,91.5916386,Culvert,Box culvert,CT,N1,185.195,ROAD
N1_LRP189,22.7435552,91.5949163,KmPost,Km post missing,CT,N1,185.963,ROAD
N1_LRP189a,22.7433052,91.5950274,Culvert,Box culvert,CT,N1,185.995,ROAD
N1_LRP190,22.7349997,91.5979441,KmPost,Km post missing,CT,N1,186.963,ROAD
N1_LRP190a,22.7349163,91.5979719,Culvert,Box culvert,CT,N1,186.975,ROAD
N1_LRP191,22.7263882,91.6007778,KmPost,Km post missing,CT,N1,187.963,ROAD
N1_LRP191a,22.7221104,91.6030833,Culvert,Box culvert,CT,N1,188.502,ROAD
N1_LRP192,22.7185549,91.6053056,KmPost,Km post missing,CT,N1,188.963,ROAD
N1_LRP192a,22.7165556,91.6065556,Culvert,Box culvert,CT,N1,189.223,ROAD
N1_LRP192b,22.716,91.6069167,Culvert,Box culvert,CT,N1,189.298,ROAD
N1_LRP193,22.7143889,91.6079444,KmPost,"Ctg 52 km,Sitakhada 12 km",CT,N1,189.513,ROAD
N1_LRP193a,22.7124167,91.6090556,Culvert,Box culvert,CT,N1,189.769,ROAD
N1_LRP193b,22.7076111,91.6118056,Culvert,Box Culvert,CT,N1,190.376,ROAD
N1_LRP194,22.7065556,91.6123611,KmPost,Km post missing,CT,N1,190.513,ROAD
N1_LRP194a,22.706,91.6126944,Culvert,Box culvert,CT,N1,190.581,ROAD
N1_LRP194b,22.7033056,91.6142222,Culvert,Box culvert,CT,N1,190.923,ROAD
N1_LRP194c,22.7002222,91.6157778,Culvert,Box culvert,CT,N1,191.304,ROAD
N1_LRP195,22.6984997,91.616666,KmPost,"Ctg 50 km,Sitakanda 10 km",CT,N1,191.524,ROAD
N1_LRP195a,22.6919719,91.6198604,Culvert,Box culvert,CT,N1,192.308,ROAD
N1_LRP196,22.6904163,91.6205271,KmPost,Km post missing,CT,N1,192.524,ROAD
N1_LRP196a,22.689583,91.6208327,Culvert,Box culvert,CT,N1,192.622,ROAD
N1_LRP196b,22.685083,91.6228327,Culvert,Box culvert,CT,N1,193.166,ROAD
N1_LRP197,22.6825549,91.6241938,KmPost,"Ctg 48 km,Sitakanda 8 km",CT,N1,193.483,ROAD
N1_LRP197a,22.6769438,91.6268327,Culvert,Box culvert,CT,N1,194.153,ROAD
N1_LRP197b,22.6751382,91.6274438,Culvert,Box culvert,CT,N1,194.384,ROAD
N1_LRP198,22.6743049,91.6277493,KmPost,Km post missing,CT,N1,194.483,ROAD
N1_LRP198a,22.6733049,91.6280827,"SideRoad,Left",Road to Haidchokia (Z1086),CT,N1,194.603,ROAD
N1_LRP198b,22.6722493,91.6285271,Culvert,Box culvert,CT,N1,194.734,ROAD
N1_LRP198c,22.6678604,91.6301104,Culvert,Box culvert,CT,N1,195.24,ROAD
N1_LRP199,22.6649167,91.6315549,KmPost,"Ctg 46 km,Sitakanda 6 km",CT,N1,195.61,ROAD
N1_LRP199a,22.6638333,91.6321382,Culvert,Box culvert,CT,N1,195.748,ROAD
N1_LRP199b,22.6596667,91.6347219,Culvert,Box culvert,CT,N1,196.288,ROAD
N1_LRP200,22.6571389,91.636333,KmPost,Km post missing,CT,N1,196.61,ROAD
N1_LRP200a,22.6543889,91.6381386,Culvert,Box culvert,CT,N1,196.967,ROAD
N1_LRP200b,22.6527778,91.6391663,Culvert,Box culvert,CT,N1,197.176,ROAD
N1_LRP201,22.6494997,91.640833,KmPost,"Ctg 44 km,Sitakanda 4 km",CT,N1,197.587,ROAD
N1_LRP201a,22.6489997,91.6411108,Culvert,Box culvert,CT,N1,197.654,ROAD
N1_LRP201b,22.6452774,91.6430552,Culvert,Box culvert,CT,N1,198.117,ROAD
N1_LRP202,22.641583,91.6451108,KmPost,Km post missing,CT,N1,198.587,ROAD
N1_LRP202a,22.6338608,91.6494719,Culvert,Box culvert,CT,N1,199.561,ROAD
N1_LRP203,22.6330827,91.649833,KmPost,"Ctg 42 km,Sitakanda 2 km",CT,N1,199.648,ROAD
N1_LRP203a,22.6320271,91.6503889,Culvert,Box culvert,CT,N1,199.783,ROAD
N1_LRP203b,22.625916,91.6541389,Culvert,Box culvert,CT,N1,200.565,ROAD
N1_LRP204,22.6252216,91.6545278,KmPost,Km post missing,CT,N1,200.648,ROAD
N1_LRP204a,22.6234716,91.6553056,Culvert,Box culvert,CT,N1,200.867,ROAD
N1_LRP204b,22.6206938,91.6563611,Culvert,Box culvert,CT,N1,201.2,ROAD
N1_LRP204c,22.6194993,91.6568889,Bridge,Bridge start,CT,N1,201.363,BRIDGE_START
N1_LRP204d,22.6180271,91.6578333,Bridge / Culvert,Bridge end / Box culvert,CT,N1,201.383,BRIDGE_END
N1_LRP204f,22.6175271,91.65825,Culvert,Box culvert,CT,N1,201.636,ROAD
N1_LRP205,22.6169716,91.65875,KmPost,"Ctg 40 km,Sitakanda 0 km",CT,N1,201.727,ROAD
N1_LRP205a,22.6168604,91.6588611,Culvert,Box culvert,CT,N1,201.743,ROAD
N1_LRP205b,22.6123889,91.6622222,Culvert,Box culvert,CT,N1,202.355,ROAD
N1_LRP206,22.6094444,91.6638333,KmPost,Km post missing,CT,N1,202.727,ROAD
N1_LRP206a,22.6088889,91.6641111,Culvert,Box culvert,CT,N1,202.799,ROAD
N1_LRP207,22.6015833,91.6688327,KmPost,Ctg 38 km,CT,N1,203.751,ROAD
N1_LRP207a,22.601,91.6692771,Culvert,Box culvert,CT,N1,203.881,ROAD
N1_LRP207b,22.6000556,91.6699438,Culvert,Box culvert,CT,N1,203.996,ROAD
N1_LRP207c,22.5994441,91.6703049,Culvert,Box culvert,CT,N1,204.045,ROAD
N1_LRP207d,22.5942219,91.6737771,Culvert,Box culvert,CT,N1,204.726,ROAD
N1_LRP208,22.5939997,91.6738327,KmPost,Km post missing,CT,N1,204.751,ROAD
N1_LRP208a,22.5907497,91.6754716,Culvert,Box culvert,CT,N1,205.159,ROAD
N1_LRP209,22.584583,91.6780827,KmPost,Info.Missing,CT,N1,205.916,ROAD
N1_LRP209a,22.5836663,91.6784716,Bridge,Bridge start,CT,N1,206.033,BRIDGE_START
N1_LRP209b,22.5834997,91.6785827,Bridge,Bridge end,CT,N1,206.059,BRIDGE_END
N1_LRP209c,22.580666,91.6799438,"SideRoad,Left",Road to Katirhat (Z1087),CT,N1,206.402,ROAD
N1_LRP209d,22.5779438,91.6811382,Culvert,Box culvert,CT,N1,206.733,ROAD
N1_LRP210,22.5763604,91.6818049,KmPost,Km post missing,CT,N1,206.916,ROAD
N1_LRP210a,22.5731938,91.6830827,Bridge,Bridge start,CT,N1,207.293,BRIDGE_START
N1_LRP210b,22.5730549,91.6831938,Bridge,Bridge end,CT,N1,207.311,BRIDGE_END
N1_LRP211,22.5679716,91.6846941,KmPost,Km post missing,CT,N1,207.916,ROAD
N1_LRP211a,22.5664722,91.6851663,Culvert,Box culvert,CT,N1,208.094,ROAD
N1_LRP211b,22.5641389,91.6859163,Bridge,Bridge start,CT,N1,208.369,BRIDGE_START
N1_LRP211c,22.564,91.6859441,Bridge,Bridge end,CT,N1,208.383,BRIDGE_END
N1_LRP211d,22.5624722,91.6863608,Culvert,Box culvert,CT,N1,208.6,ROAD
N1_LRP212,22.5594444,91.6872219,KmPost,Km post missing,CT,N1,208.916,ROAD
N1_LRP213,22.5514167,91.6896941,KmPost,Ctg 32 km,CT,N1,209.855,ROAD
N1_LRP213a,22.5503056,91.6902774,Bridge,Bridge start,CT,N1,209.999,BRIDGE_START
N1_LRP213b,22.5501667,91.6903886,Bridge,Bridge end,CT,N1,210.03,BRIDGE_END
N1_LRP214,22.5438886,91.6945274,KmPost,Km post missing,CT,N1,210.855,ROAD
N1_LRP214a,22.5428608,91.6950274,Culvert,Box culvert,CT,N1,210.974,ROAD
N1_LRP215,22.5354997,91.6979441,KmPost,Ctg 30 km,CT,N1,211.856,ROAD
N1_LRP215a,22.5347774,91.698333,Culvert,Box culvert,CT,N1,211.946,ROAD
N1_LRP216,22.5273049,91.7019444,KmPost,Km post missing,CT,N1,212.856,ROAD
N1_LRP216a,22.519416,91.7053611,Bridge,Bridge start,CT,N1,213.813,BRIDGE_START
N1_LRP216b,22.51926541,91.70540328,Bridge,Bridge end,CT,N1,213.831,BRIDGE_END
N1_LRP217,22.5187216,91.7055556,KmPost,Ctg 28 km,CT,N1,213.896,ROAD
N1_LRP217a,22.5165556,91.7065833,Bridge,Bridge start,CT,N1,214.172,BRIDGE_START
N1_LRP217b,22.5161667,91.70675,Bridge,Bridge end,CT,N1,214.217,BRIDGE_END
N1_LRP217c,22.5147222,91.7074444,Culvert,Box culvert,CT,N1,214.399,ROAD
N1_LRP217d,22.5131389,91.7080833,Bridge,Bridge start,CT,N1,214.593,BRIDGE_START
N1_LRP217e,22.5127778,91.7082222,Bridge,Bridge end,CT,N1,214.634,BRIDGE_END
N1_LRP218,22.5106111,91.7090833,KmPost,Km post missing,CT,N1,214.896,ROAD
N1_LRP218a,22.5094444,91.7096389,Bridge,Bridge start,CT,N1,215.04,BRIDGE_START
N1_LRP218b,22.5093611,91.7096944,Bridge,Bridge end,CT,N1,215.052,BRIDGE_END
N1_LRP218c,22.5074444,91.7105556,Bridge,Bridge start,CT,N1,215.291,BRIDGE_START
N1_LRP218d,22.5073056,91.7106389,Bridge,Bridge end,CT,N1,215.309,BRIDGE_END
N1_LRP218e,22.503,91.7128056,Culvert,Box culvert,CT,N1,215.839,ROAD
N1_LRP219,22.5025556,91.7130556,KmPost,Km post missing,CT,N1,215.896,ROAD
N1_LRP219a,22.4969163,91.7155556,Bridge,Bridge start,CT,N1,216.581,BRIDGE_START
N1_LRP219b,22.4968052,91.7156389,Bridge,Bridge end,CT,N1,216.6,BRIDGE_END
N1_LRP220,22.494583,91.7170827,KmPost,Km post missing,CT,N1,216.896,ROAD
N1_LRP220a,22.4869441,91.7192771,Culvert,Box culvert,CT,N1,217.783,ROAD
N1_LRP221,22.4854163,91.7195549,KmPost,Ctg 24 km,CT,N1,217.957,ROAD
N1_LRP221a,22.48280707,91.720051,Culvert,Box culvert,CT,N1,218.254,ROAD
N1_LRP221b,22.4775271,91.7210549,Bridge,Bridge start,CT,N1,218.855,BRIDGE_START
N1_LRP221c,22.4773049,91.7211104,Bridge,Bridge end,CT,N1,218.88,BRIDGE_END
N1_LRP222,22.4765271,91.7213327,KmPost,Info.Missing,CT,N1,218.969,ROAD
N1_LRP222a,22.4694438,91.7250549,Culvert,Box culvert,CT,N1,219.852,ROAD
N1_LRP223,22.468416,91.7255827,KmPost,Ctg 22 km,CT,N1,219.988,ROAD
N1_LRP224,22.4603056,91.7295827,KmPost,Km post missing,CT,N1,220.988,ROAD
N1_LRP224a,22.4588333,91.7303604,Bridge,Bridge start,CT,N1,221.172,BRIDGE_START
N1_LRP224b,22.4586389,91.7304716,Bridge,Bridge end,CT,N1,221.198,BRIDGE_END
N1_LRP225,22.4518235,91.7331283,KmPost,Info.Missing,CT,N1,222.006,ROAD
N1_LRP226,22.4433886,91.7364163,KmPost,Km post missing,CT,N1,223.006,ROAD
N1_LRP226a,22.4424997,91.7366663,Bridge,Bridge start,CT,N1,223.11,BRIDGE_START
N1_LRP226b,22.4422219,91.7367497,Bridge,Bridge end,CT,N1,223.141,BRIDGE_END
N1_LRP227,22.4349719,91.7396941,KmPost,Km post missing,CT,N1,224.066,ROAD
N1_LRP227a,22.4333049,91.7403608,Culvert,Box culvert,CT,N1,224.203,ROAD
N1_LRP227b,22.4307493,91.7415274,Bridge,Bridge start,CT,N1,224.514,BRIDGE_START
N1_LRP227c,22.4304438,91.7417219,Bridge,Bridge end,CT,N1,224.557,BRIDGE_END
N1_LRP228,22.4269716,91.7439997,KmPost,Km post missing,CT,N1,225.006,ROAD
N1_LRP229,22.4198882,91.7497774,KmPost,Km post missing,CT,N1,226.006,ROAD
N1_LRP229a,22.4185549,91.7504722,Bridge,Bridge start,CT,N1,226.171,BRIDGE_START
N1_LRP229b,22.4182771,91.7506667,Bridge,Bridge end,CT,N1,226.209,BRIDGE_END
N1_LRP230,22.4119167,91.7543611,KmPost,Km post missing,CT,N1,227.006,ROAD
N1_LRP230a,22.4101111,91.7544444,Others,End of Bituminous Pavement,CT,N1,227.206,ROAD
N1_LRP230b,22.4084167,91.7551389,Culvert,Box culvert,CT,N1,227.412,ROAD
N1_LRP230c,22.40839921,91.75514358,Others,Start of Bituminous Pavement,CT,N1,227.414,ROAD
N1_LRP231,22.4032222,91.7565278,KmPost,Km post missing,CT,N1,228.006,ROAD
N1_LRP231a,22.3996108,91.7573333,"SideRoad,Right",Road to Biman Bandar (Z1016),CT,N1,228.406,ROAD
N1_LRP231b,22.3988608,91.7576667,Bridge,Bridge start,CT,N1,228.51,BRIDGE_START
N1_LRP231c,22.3988052,91.7576667,Bridge,Bridge end,CT,N1,228.517,BRIDGE_END
N1_LRP232,22.3944997,91.7586944,KmPost,Km post missing,CT,N1,229.006,ROAD
N1_LRP232a,22.3937774,91.7588056,"SideRoad,Right","N111, Port Connecting Road",CT,N1,229.065,ROAD
N1_LRP232b,22.3921108,91.75925,Culvert,Box culvert,CT,N1,229.282,ROAD
N1_LRP232c,22.3892497,91.7605,Bridge,Bridge start,CT,N1,229.633,BRIDGE_START
N1_LRP232d,22.3887497,91.7607222,Bridge,Bridge end,CT,N1,229.692,BRIDGE_END
N1_LRP233,22.3861663,91.7618333,KmPost,Km post missing,CT,N1,230.006,ROAD
N1_LRP233a,22.3815271,91.7652222,Culvert,Box culvert,CT,N1,230.631,ROAD
N1_LRP234,22.379166,91.7675827,KmPost,Km post missing,CT,N1,231.006,ROAD
N1_LRP234a,22.3764716,91.770416,Bridge,Bridge start,CT,N1,231.442,BRIDGE_START
N1_LRP234b,22.37622549,91.77054327,Bridge,Bridge end,CT,N1,231.461,BRIDGE_END
N1_LRP235,22.369166,91.7741938,KmPost,Km post missing,CT,N1,232.006,ROAD
N1_LRP235a,22.3691382,91.777666,Others,End of Bituminous Road,CT,N1,232.561,ROAD
N1_LRP235b,22.3586667,91.7822771,Others,The chittagong city area starts from Alongka cinema Hall,CT,N1,232.754,ROAD
N1_LRP244b,22.3644444,91.8511111,Others,Chittagong city area ends and the survey of N1 starts again,CT,N1,241.063,ROAD
N1_LRP245,22.3646111,91.8508333,KmPost,Km post missing,CT,N1,241.456,ROAD
N1_LRP245a,22.3632778,91.8514722,Culvert,Box culvert,CT,N1,241.625,ROAD
N1_LRP246,22.3561111,91.8531667,KmPost,Km post missing,CT,N1,242.456,ROAD
N1_LRP246a,22.3555,91.8530833,Bridge,Bridge start,CT,N1,242.527,BRIDGE_START
N1_LRP246b,22.3553889,91.8530556,Bridge,Bridge end,CT,N1,242.541,BRIDGE_END
N1_LRP247,22.3473886,91.8519444,KmPost,Km post missing,CT,N1,243.456,ROAD
N1_LRP247a,22.3427219,91.8531389,Bridge,Bridge start,CT,N1,244.005,BRIDGE_START
N1_LRP247b,22.3423608,91.8530833,Bridge,Bridge end,CT,N1,244.049,BRIDGE_END
N1_LRP248,22.3387497,91.8534722,KmPost,Km post missing,CT,N1,244.456,ROAD
